donor_id,name,age,gender,blood_group,zone,latitude,longitude,phone_number,total_donations,last_donation_date,days_since_last_donation,donation_frequency_days,availability_status,eligible_to_donate,responded_last_emergency,geo_cluster
DNR01006,Aarav Fernandes,42,Male,B+,Zone_A_General_Hospital,8.548192,76.910709,9984652998,6,2025-09-18,301.0,141.0,Temporarily Unavailable,1,0,4
DNR01007,Hassan Rao,19,Male,B+,Zone_E_Community_Clinic,8.487004,76.981644,9314399191,1,2025-03-12,491.0,,Available,1,0,2
DNR01008,Reyansh Nair,20,Female,B+,Zone_B_Medical_College,8.550206,76.914591,9785252000,5,2026-01-23,174.0,100.0,Available,1,1,4
DNR01009,Anika Pillai,29,Female,A+,Zone_D_Cottage_Hospital,8.629815,76.722053,9224026766,8,2024-03-04,864.0,66.0,Available,1,1,1
DNR01010,Sneha Bose,45,Female,A+,Zone_D_Cottage_Hospital,8.608226,76.93883,9625163699,9,2025-03-21,482.0,60.0,Available,1,1,4
DNR01011,Anna Naidu,41,Male,O-,Zone_C_City_Hospital,8.430123,76.891199,9789198776,2,2026-04-14,93.0,94.0,Available,1,1,3
DNR01012,Shreya Ahmed,28,Female,A+,Zone_B_Medical_College,8.606399,76.878177,9509573649,5,2025-07-02,379.0,130.0,Available,1,1,4
DNR01013,Suresh Reddy,25,Female,B+,Zone_D_Cottage_Hospital,8.561269,77.043633,9382711894,6,2026-06-01,45.0,97.0,Available,0,1,0
DNR01014,Manoj Thomas,40,Female,B+,Zone_C_City_Hospital,8.565655,76.933145,9998806471,5,2025-11-27,231.0,75.0,Available,1,1,4
DNR01015,Saanvi Panicker,32,Female,A+,Zone_A_General_Hospital,8.489231,76.869125,9907706333,1,2026-02-12,154.0,,Not Available,1,0,3
DNR01016,Fatima Naidu,20,Female,O+,Zone_A_General_Hospital,8.622627,76.971031,9817411121,11,2026-04-20,87.0,102.0,Temporarily Unavailable,0,0,4
DNR01017,Vikram Bose,18,Male,AB+,Zone_E_Community_Clinic,8.511734,76.993648,9912239392,3,2025-05-19,423.0,80.0,Available,1,0,0
DNR01018,Kiran Das,30,Female,B+,Zone_E_Community_Clinic,8.415526,76.972095,9515652006,10,2026-05-15,62.0,104.0,Temporarily Unavailable,0,0,2
DNR01019,Maria Mathew,42,Male,O+,Zone_D_Cottage_Hospital,8.516196,76.926166,9837733572,3,2025-01-14,548.0,97.0,Available,1,1,3
DNR01020,George Jain,20,Male,AB-,Zone_D_Cottage_Hospital,8.4752,76.883817,9353018691,6,2024-12-07,586.0,113.0,Available,1,1,3
DNR01021,Priya Verma,31,Male,B+,Zone_A_General_Hospital,8.498287,76.870375,9866979905,2,2025-06-07,404.0,164.0,Available,1,1,3
DNR01022,Aditya Mathew,35,Male,O+,Zone_E_Community_Clinic,8.61603,77.060351,9959477004,2,2025-02-02,529.0,168.0,Available,1,0,0
DNR01023,Swati Naidu,20,Female,O-,Zone_E_Community_Clinic,8.479521,76.986707,9229151674,1,2026-02-16,150.0,,Available,1,1,2
DNR01024,Sara Thomas,41,Female,A+,Zone_B_Medical_College,8.334126,76.872525,9327515325,3,2026-01-26,171.0,160.0,Not Available,1,1,3
DNR01025,Jacob Iyer,37,Male,O+,Zone_B_Medical_College,8.536882,76.883337,9554595339,3,2026-06-03,43.0,60.0,Available,0,1,4
DNR01026,Sai Naidu,49,Male,O+,Zone_D_Cottage_Hospital,8.518182,76.872279,9983221403,3,2025-12-22,206.0,138.0,Temporarily Unavailable,1,1,1
DNR01027,Muhammad Sharma,26,Male,AB+,Zone_E_Community_Clinic,8.542599,77.006824,9443328397,5,2025-10-25,264.0,145.0,Available,1,1,0
DNR01028,Jose Pandey,28,Male,A+,Zone_A_General_Hospital,8.51929,76.830645,9516718295,7,2026-04-18,89.0,132.0,Available,0,0,1
DNR01029,Nisha Ahmed,26,Female,AB-,Zone_E_Community_Clinic,8.494055,76.981571,9396568375,6,2025-08-17,333.0,101.0,Not Available,1,1,2
DNR01030,Divya Thomas,47,Female,B+,Zone_A_General_Hospital,8.550861,76.964516,9852061786,4,2024-05-02,805.0,169.0,Available,1,0,0
DNR01031,Radha Panicker,29,Female,A-,Zone_E_Community_Clinic,8.480787,77.009565,9550535448,3,2024-05-07,800.0,97.0,Available,1,1,2
DNR01032,Krishna Fernandes,26,Female,O+,Zone_B_Medical_College,8.564716,76.95279,9708375597,4,2026-02-15,151.0,135.0,Available,1,0,0
DNR01033,Kiran Panicker,36,Male,A-,Zone_A_General_Hospital,8.569022,76.973658,9213424523,0,,,,Available,1,1,0
DNR01034,Swati Mishra,36,Male,A+,Zone_A_General_Hospital,8.462274,77.072764,9407189861,2,2024-05-03,804.0,106.0,Available,1,1,2
DNR01035,George Varghese,48,Male,O+,Zone_C_City_Hospital,8.414873,76.912316,9541189818,2,2024-01-30,898.0,135.0,Available,1,1,3
DNR01036,Riya Ahmed,43,Female,AB+,Zone_D_Cottage_Hospital,8.675766,76.76703,9753868135,2,2024-12-08,585.0,70.0,Available,1,1,1
DNR01037,Priya Menon,24,Female,O+,Zone_B_Medical_College,8.480283,76.776047,9532689999,4,2025-10-07,282.0,101.0,Available,1,1,1
DNR01038,Rohan Chandran,27,Male,B+,Zone_E_Community_Clinic,8.428676,76.915871,9844813102,3,2024-08-18,697.0,67.0,Temporarily Unavailable,1,1,3
DNR01039,Anil Menon,41,Male,B+,Zone_D_Cottage_Hospital,8.585694,76.904267,9455939049,7,2024-01-28,900.0,147.0,Not Available,1,1,4
DNR01040,Fatima Das,24,Female,O-,Zone_A_General_Hospital,8.495192,76.968969,9610261646,2,2024-06-13,763.0,164.0,Temporarily Unavailable,1,0,0
DNR01041,Jose Gupta,32,Male,AB+,Zone_C_City_Hospital,8.631474,76.910002,9462780939,2,2026-06-26,20.0,115.0,Available,0,1,4
DNR01042,Maria Bose,29,Female,O+,Zone_C_City_Hospital,8.570275,76.86848,9401019924,7,2025-09-01,318.0,141.0,Available,1,1,4
DNR01043,Alice Joseph,45,Female,A+,Zone_A_General_Hospital,8.486929,76.881668,9344767409,3,2024-02-08,889.0,123.0,Not Available,1,0,3
DNR01044,Ishaan Verma,27,Female,B+,Zone_D_Cottage_Hospital,8.66847,76.831223,9986721049,3,2024-05-15,792.0,60.0,Temporarily Unavailable,1,0,4
DNR01045,Rahul Gupta,37,Female,A+,Zone_D_Cottage_Hospital,8.563676,76.910538,9793159203,3,2024-11-04,619.0,118.0,Temporarily Unavailable,1,1,4
DNR01046,Sai Iyer,38,Female,A-,Zone_D_Cottage_Hospital,8.542425,76.913492,9984730446,4,2025-12-12,216.0,60.0,Available,1,1,4
DNR01047,Sunil Pandey,24,Male,A+,Zone_D_Cottage_Hospital,8.550629,76.851067,9654589168,4,2024-05-30,777.0,140.0,Temporarily Unavailable,1,0,1
DNR01048,George Sheikh,28,Male,B+,Zone_A_General_Hospital,8.620598,76.962247,9949856342,2,2025-02-04,527.0,129.0,Available,1,0,4
DNR01049,Ananya Pillai,37,Female,AB+,Zone_C_City_Hospital,8.473564,76.928624,9644167285,2,2024-07-20,726.0,130.0,Available,1,1,3
DNR01050,Anil Sharma,31,Female,AB+,Zone_E_Community_Clinic,8.535547,76.952868,9710607239,5,2024-01-28,900.0,133.0,Available,1,0,0
DNR01051,Vivaan Reddy,31,Female,A+,Zone_B_Medical_College,8.501996,76.812854,9994351711,4,2024-02-01,896.0,143.0,Available,1,1,1
DNR01052,Aadhya Sen,35,Female,O+,Zone_A_General_Hospital,8.387081,76.85291,9135509761,4,2025-11-03,255.0,162.0,Available,1,1,3
DNR01053,Ravi Menon,28,Female,A+,Zone_C_City_Hospital,8.492647,77.036057,9313792490,6,2024-07-25,721.0,115.0,Not Available,1,1,2
DNR01054,Saanvi Sheikh,27,Male,AB-,Zone_D_Cottage_Hospital,8.618614,76.807021,9526213526,2,2025-02-14,517.0,122.0,Available,1,1,1
DNR01055,Muhammad Jain,25,Female,A+,Zone_A_General_Hospital,8.600249,76.884705,9132816979,10,2024-08-18,697.0,127.0,Available,1,1,4
DNR01056,Meera Sheikh,41,Female,O+,Zone_D_Cottage_Hospital,8.511641,76.895605,9578999915,7,2024-11-15,608.0,211.0,Available,1,1,3
DNR01057,Diya Chatterjee,42,Male,B+,Zone_D_Cottage_Hospital,8.558925,76.874208,9691990078,4,2024-11-23,600.0,159.0,Temporarily Unavailable,1,1,4
DNR01058,Vikram Sheikh,37,Female,A+,Zone_B_Medical_College,8.487083,76.861009,9377733976,9,2024-03-11,857.0,60.0,Temporarily Unavailable,1,1,3
DNR01059,Farhan Sen,34,Male,O+,Zone_A_General_Hospital,8.430516,77.016504,9129474736,7,2025-09-28,291.0,116.0,Available,1,1,2
DNR01060,Ramesh Menon,33,Female,B+,Zone_B_Medical_College,8.474923,76.9694,9714457408,2,2024-02-23,874.0,119.0,Available,1,1,2
DNR01061,Nida Iyer,26,Female,O+,Zone_B_Medical_College,8.637,76.914267,9341712209,4,2024-09-22,662.0,108.0,Temporarily Unavailable,1,0,4
DNR01062,Zara Iyer,37,Male,B+,Zone_C_City_Hospital,8.553814,76.934389,9539705006,3,2024-09-17,667.0,81.0,Available,1,1,4
DNR01063,Neha Nair,32,Male,B+,Zone_A_General_Hospital,8.578801,76.898964,9242071170,3,2025-03-18,485.0,115.0,Not Available,1,1,4
DNR01064,Ali Reddy,26,Female,A+,Zone_E_Community_Clinic,8.432034,76.888288,9109087862,8,2024-04-17,820.0,90.0,Available,1,1,3
DNR01065,Isha Gupta,40,Female,O+,Zone_E_Community_Clinic,8.481489,76.90861,9427984850,3,2024-04-13,824.0,112.0,Not Available,1,0,3
DNR01066,Ayesha Krishnan,33,Male,B+,Zone_C_City_Hospital,8.396482,76.960076,9504237434,2,2025-05-09,433.0,182.0,Available,1,0,2
DNR01067,Steven Sheikh,31,Female,B+,Zone_D_Cottage_Hospital,8.544222,76.903418,9334300190,1,2025-10-31,258.0,,Temporarily Unavailable,1,1,4
DNR01068,Ravi Verma,31,Male,O+,Zone_E_Community_Clinic,8.532155,77.015765,9769591945,1,2024-03-24,844.0,,Available,1,0,0
DNR01069,Anil Panicker,34,Male,O+,Zone_A_General_Hospital,8.586277,76.953624,9649233665,3,2026-07-09,7.0,187.0,Available,0,1,4
DNR01070,Hassan Sen,37,Male,A+,Zone_C_City_Hospital,8.45721,77.052703,9795078308,4,2024-12-19,574.0,94.0,Available,1,1,2
DNR01071,Lakshmi Chandran,37,Female,B+,Zone_C_City_Hospital,8.546685,76.974906,9834883010,4,2025-09-14,305.0,60.0,Available,1,1,0
DNR01072,Reyansh Joseph,20,Male,A+,Zone_A_General_Hospital,8.46369,77.06107,9396871629,7,2025-08-06,344.0,123.0,Available,1,1,2
DNR01073,Muhammad Khan,26,Male,B+,Zone_C_City_Hospital,8.421579,76.981341,9804503060,9,2025-10-22,267.0,61.0,Available,1,1,2
DNR01074,Ayesha Yadav,52,Female,O-,Zone_C_City_Hospital,8.488279,76.991333,9260985353,3,2026-01-05,192.0,60.0,Available,1,1,2
DNR01075,Divya Mishra,29,Male,B+,Zone_B_Medical_College,8.483729,76.992641,9964823687,2,2026-05-19,58.0,92.0,Not Available,0,0,2
DNR01076,Steven Bose,35,Male,B+,Zone_E_Community_Clinic,8.415699,76.960159,9809239039,5,2025-05-29,413.0,158.0,Temporarily Unavailable,1,1,2
DNR01077,Rahul Naidu,32,Male,A+,Zone_B_Medical_College,8.499345,76.832993,9127332385,1,2024-07-08,738.0,,Available,1,1,1
DNR01078,Ali Joseph,29,Female,B+,Zone_C_City_Hospital,8.452749,76.954464,9549431487,1,2025-10-24,265.0,,Available,1,1,3
DNR01079,Anil Ahmed,18,Male,O+,Zone_A_General_Hospital,8.620487,77.022651,9860283250,8,2024-11-26,597.0,88.0,Available,1,1,0
DNR01080,Swati Sen,32,Female,B+,Zone_B_Medical_College,8.478713,76.938128,9880126986,4,2025-07-30,351.0,138.0,Available,1,1,3
DNR01081,Ayesha Das,18,Male,O+,Zone_E_Community_Clinic,8.365688,76.995886,9942776797,7,2024-10-01,653.0,99.0,Temporarily Unavailable,1,0,2
DNR01082,Priya Jain,29,Female,B+,Zone_C_City_Hospital,8.432415,76.895346,9422331737,4,2025-02-12,519.0,60.0,Available,1,1,3
DNR01083,Steven Reddy,18,Female,O+,Zone_E_Community_Clinic,8.513561,76.918368,9415448230,10,2026-01-12,185.0,69.0,Available,1,1,3
DNR01084,Reyansh Joseph,21,Male,O+,Zone_B_Medical_College,8.578203,76.901059,9377725308,3,2024-06-18,758.0,60.0,Available,1,1,4
DNR01085,Imran Bose,33,Male,A+,Zone_E_Community_Clinic,8.67947,77.040132,9296568144,5,2024-05-26,781.0,116.0,Temporarily Unavailable,1,1,0
DNR01086,Zara Yadav,29,Female,B+,Zone_C_City_Hospital,8.498156,76.942862,9195884955,3,2024-09-14,670.0,206.0,Not Available,1,1,3
DNR01087,Isha Sheikh,27,Male,AB+,Zone_B_Medical_College,8.623462,76.963773,9429730298,1,2024-06-14,762.0,,Available,1,1,4
DNR01088,Sunil Bose,18,Female,A+,Zone_C_City_Hospital,8.357716,76.905323,9379773344,5,2025-07-01,380.0,95.0,Available,1,1,3
DNR01089,Kiran Verma,36,Male,A+,Zone_D_Cottage_Hospital,8.53726,76.864972,9226466892,2,2024-02-26,871.0,106.0,Not Available,1,1,1
DNR01090,Priya Menon,32,Male,B+,Zone_E_Community_Clinic,8.488598,76.924431,9766422911,3,2024-11-29,594.0,104.0,Temporarily Unavailable,1,0,3
DNR01091,Arjun Joseph,29,Female,B+,Zone_B_Medical_College,8.586893,76.82194,9228651382,4,2025-02-19,512.0,196.0,Available,1,1,1
DNR01092,George Naidu,38,Male,A+,Zone_D_Cottage_Hospital,8.628029,76.891351,9420357050,3,2025-01-20,542.0,136.0,Temporarily Unavailable,1,1,4
DNR01093,Sunil Menon,26,Male,A-,Zone_B_Medical_College,8.579141,76.963542,9315066828,3,2026-02-26,140.0,120.0,Available,1,1,0
DNR01094,Amit Fernandes,26,Male,O+,Zone_E_Community_Clinic,8.572186,76.963538,9253785761,4,2025-04-04,468.0,104.0,Available,1,1,0
DNR01095,Rahul Chatterjee,34,Male,O-,Zone_B_Medical_College,8.50657,77.006988,9186770648,9,2024-05-10,797.0,200.0,Available,1,1,0
DNR01096,Pooja Khan,32,Male,B+,Zone_B_Medical_College,8.627346,76.738421,9781288086,3,2025-08-30,320.0,175.0,Available,1,1,1
DNR01097,Vihaan Nair,35,Female,B+,Zone_D_Cottage_Hospital,8.561225,76.882396,9324822604,3,2025-10-09,280.0,123.0,Available,1,1,4
DNR01098,Sara Mishra,47,Male,O+,Zone_B_Medical_College,8.563563,76.808731,9920858166,3,2024-12-03,590.0,93.0,Temporarily Unavailable,1,1,1
DNR01099,Ananya Joseph,18,Male,O+,Zone_A_General_Hospital,8.546593,77.079246,9759792599,3,2026-03-06,132.0,145.0,Available,1,1,0
DNR01100,Deepak Rao,39,Female,O+,Zone_D_Cottage_Hospital,8.720662,76.9892,9560662565,3,2025-05-29,413.0,103.0,Temporarily Unavailable,1,1,4
DNR01101,Priya Ahmed,22,Male,O+,Zone_A_General_Hospital,8.519508,76.990038,9673144707,2,2026-06-08,38.0,60.0,Available,0,1,0
DNR01102,Aadhya Pandey,51,Male,B+,Zone_C_City_Hospital,8.517932,76.920916,9445973716,3,2026-07-02,14.0,63.0,Temporarily Unavailable,0,0,3
DNR01103,Sara Sen,32,Female,O+,Zone_E_Community_Clinic,8.531388,76.936247,9119237294,6,2026-01-02,195.0,137.0,Available,1,1,0
DNR01104,Zara Nair,20,Male,O+,Zone_B_Medical_College,8.629334,76.855711,9844666527,4,2025-11-27,231.0,187.0,Temporarily Unavailable,1,1,4
DNR01105,Jessy Sheikh,18,Female,O+,Zone_C_City_Hospital,8.518044,77.009441,9210282113,6,2026-03-06,132.0,119.0,Available,1,1,0
DNR01106,Ramesh Mathew,34,Female,A+,Zone_E_Community_Clinic,8.542468,76.980316,9279336562,4,2025-09-06,313.0,150.0,Available,1,0,0
DNR01107,Arjun Sen,24,Female,A+,Zone_A_General_Hospital,8.508859,76.95876,9412273967,5,2025-09-14,305.0,125.0,Available,1,1,0
DNR01108,Ravi Pandey,38,Female,A+,Zone_E_Community_Clinic,8.485704,76.859695,9662767039,3,2024-11-13,610.0,105.0,Available,1,1,3
DNR01109,Amit Fernandes,43,Female,A+,Zone_B_Medical_College,8.68703,76.890049,9626325353,7,2025-07-31,350.0,115.0,Available,1,1,4
DNR01110,Vikram Mishra,31,Female,O+,Zone_B_Medical_College,8.510427,76.900196,9971887294,7,2026-01-29,168.0,72.0,Available,1,1,3
DNR01111,Anil Nair,38,Female,A+,Zone_B_Medical_College,8.512589,76.955552,9880791577,8,2025-11-29,229.0,104.0,Not Available,1,1,0
DNR01112,Ishaan Iyer,36,Female,B+,Zone_A_General_Hospital,8.451191,76.865897,9641846158,6,2024-11-20,603.0,102.0,Available,1,1,3
DNR01113,Ananya Kumar,18,Female,A-,Zone_C_City_Hospital,8.506755,76.964344,9798512415,4,2024-07-18,728.0,129.0,Available,1,1,0
DNR01114,Thomas Menon,32,Male,A+,Zone_D_Cottage_Hospital,8.555314,76.885122,9787539531,5,2024-01-31,897.0,60.0,Available,1,1,4
DNR01115,Riya Mishra,23,Female,B-,Zone_E_Community_Clinic,8.493407,76.881095,9152169850,2,2024-10-16,638.0,69.0,Temporarily Unavailable,1,0,3
DNR01116,Lakshmi Menon,33,Male,O-,Zone_A_General_Hospital,8.573275,76.953895,9997777024,4,2024-09-15,669.0,93.0,Available,1,1,0
DNR01117,Vivaan Menon,33,Female,O+,Zone_A_General_Hospital,8.441504,76.967305,9577078832,5,2025-05-16,426.0,171.0,Available,1,1,2
DNR01118,Ramesh Kumar,21,Female,B+,Zone_E_Community_Clinic,8.576982,76.942368,9609379184,1,2025-10-31,258.0,,Available,1,0,4
DNR01119,Fatima Sharma,32,Male,AB+,Zone_B_Medical_College,8.55502,76.961349,9836307746,4,2024-08-04,711.0,137.0,Temporarily Unavailable,1,1,0
DNR01120,Muhammad Nair,29,Male,A+,Zone_C_City_Hospital,8.596209,76.913146,9810456933,1,2025-05-12,430.0,,Not Available,1,0,4
DNR01121,Reyansh Naidu,18,Female,O+,Zone_E_Community_Clinic,8.518109,76.947259,9768724016,3,2025-10-13,276.0,146.0,Available,1,1,0
DNR01122,Lakshmi Krishnan,34,Female,B+,Zone_B_Medical_College,8.576878,77.034783,9991906567,3,2025-05-14,428.0,154.0,Available,1,1,0
DNR01123,Anna Kumar,40,Male,A+,Zone_E_Community_Clinic,8.497488,77.05848,9763248135,2,2024-07-10,736.0,164.0,Not Available,1,1,2
DNR01124,Krishna Verma,26,Female,AB+,Zone_A_General_Hospital,8.429069,76.945924,9214099789,3,2024-05-04,803.0,60.0,Available,1,1,3
DNR01125,Pooja Iyer,33,Female,O+,Zone_E_Community_Clinic,8.486406,76.987099,9935327024,5,2025-12-24,204.0,114.0,Available,1,1,2
DNR01126,Riya Sen,38,Male,B+,Zone_E_Community_Clinic,8.470881,76.886852,9484315640,1,2025-12-22,206.0,,Available,1,1,3
DNR01127,Ayesha Fernandes,41,Male,B+,Zone_C_City_Hospital,8.565623,76.904356,9142311558,5,2026-02-02,164.0,145.0,Temporarily Unavailable,1,0,4
DNR01128,Nisha Joseph,37,Female,O+,Zone_B_Medical_College,8.666624,76.847723,9616108982,7,2024-08-11,704.0,67.0,Temporarily Unavailable,1,0,4
DNR01129,Amit Das,18,Female,AB+,Zone_A_General_Hospital,8.498027,76.860301,9821160591,3,2026-07-03,13.0,60.0,Available,0,0,3
DNR01130,Sai Jain,37,Male,B+,Zone_A_General_Hospital,8.566396,76.917175,9716491837,5,2024-03-13,855.0,142.0,Available,1,1,4
DNR01131,Hassan Joseph,24,Female,B+,Zone_B_Medical_College,8.595445,76.914455,9937009907,3,2026-04-15,92.0,118.0,Available,1,1,4
DNR01132,Neha Pillai,41,Male,A+,Zone_A_General_Hospital,8.55987,76.901135,9791851361,6,2025-10-27,262.0,125.0,Available,1,0,4
DNR01133,Isha Thomas,41,Male,A+,Zone_C_City_Hospital,8.45119,77.003974,9598514021,4,2025-10-19,270.0,151.0,Available,1,1,2
DNR01134,Vihaan Kumar,23,Male,O+,Zone_B_Medical_College,8.550893,76.930225,9142353230,3,2024-02-02,895.0,150.0,Available,1,1,4
DNR01135,Steven Verma,28,Male,A+,Zone_C_City_Hospital,8.396782,77.032335,9826672529,2,2024-04-17,820.0,208.0,Temporarily Unavailable,1,0,2
DNR01136,Rahul Fernandes,25,Female,B+,Zone_A_General_Hospital,8.605463,76.934686,9914115345,6,2026-04-10,97.0,93.0,Available,1,1,4
DNR01137,Jessy Menon,40,Male,B+,Zone_A_General_Hospital,8.471577,77.037984,9248599901,5,2024-02-25,872.0,91.0,Available,1,1,2
DNR01138,Hassan Rao,44,Male,B+,Zone_B_Medical_College,8.536268,76.823316,9483892122,1,2025-08-14,336.0,,Available,1,1,1
DNR01139,Anna Thomas,40,Female,A+,Zone_E_Community_Clinic,8.484899,76.952584,9887125715,5,2025-10-15,274.0,132.0,Not Available,1,1,3
DNR01140,Sai Sheikh,29,Female,O+,Zone_C_City_Hospital,8.504077,76.912757,9222226183,4,2026-01-10,187.0,71.0,Not Available,1,1,3
DNR01141,Anil Ahmed,19,Male,A+,Zone_D_Cottage_Hospital,8.534154,76.903804,9997335002,3,2025-10-11,278.0,119.0,Available,1,1,4
DNR01142,Ramesh Krishnan,21,Male,B+,Zone_D_Cottage_Hospital,8.533719,76.861689,9552839683,3,2024-04-18,819.0,166.0,Not Available,1,0,1
DNR01143,Ali Yadav,41,Male,A+,Zone_B_Medical_College,8.56648,76.925976,9242283221,2,2026-03-23,115.0,141.0,Available,1,1,4
DNR01144,Fatima Pandey,18,Female,B+,Zone_A_General_Hospital,8.457112,76.927936,9271149511,9,2024-03-04,864.0,124.0,Temporarily Unavailable,1,0,3
DNR01145,Reyansh Fernandes,26,Male,B+,Zone_E_Community_Clinic,8.532209,76.905092,9961425250,3,2025-03-09,494.0,114.0,Available,1,1,4
DNR01146,Swati Naidu,43,Male,AB-,Zone_D_Cottage_Hospital,8.46389,76.915211,9756403241,5,2026-01-12,185.0,113.0,Available,1,1,3
DNR01147,Ramesh Mishra,31,Male,AB+,Zone_C_City_Hospital,8.485702,76.920534,9130941191,3,2024-10-28,626.0,77.0,Available,1,0,3
DNR01148,George Naidu,45,Male,B-,Zone_B_Medical_College,8.564032,76.970589,9624117847,4,2025-03-09,494.0,111.0,Available,1,1,0
DNR01149,Krishna Yadav,26,Male,A+,Zone_D_Cottage_Hospital,8.53762,76.852636,9149362414,4,2025-04-21,451.0,107.0,Available,1,1,1
DNR01150,Arjun Gupta,43,Female,O+,Zone_C_City_Hospital,8.458084,76.858665,9113271672,0,,,,Temporarily Unavailable,1,0,3
DNR01151,Ayesha Chatterjee,27,Male,A+,Zone_E_Community_Clinic,8.553965,77.016888,9898459991,1,2024-05-22,785.0,,Available,1,1,0
DNR01152,Swati Pandey,28,Male,B+,Zone_E_Community_Clinic,8.489125,77.034926,9819239897,3,2025-11-29,229.0,60.0,Available,1,1,2
DNR01153,George Khan,34,Female,AB+,Zone_E_Community_Clinic,8.478936,76.920508,9838993835,4,2025-01-27,535.0,92.0,Available,1,0,3
DNR01154,Fatima Chandran,32,Female,B+,Zone_A_General_Hospital,8.450757,77.026309,9810509206,5,2025-04-29,443.0,120.0,Temporarily Unavailable,1,0,2
DNR01155,Imran Das,39,Male,O-,Zone_D_Cottage_Hospital,8.536974,76.857879,9812653878,7,2025-07-27,354.0,128.0,Available,1,1,1
DNR01156,Zara Rao,48,Female,O+,Zone_D_Cottage_Hospital,8.665789,76.915762,9987380851,2,2026-02-14,152.0,114.0,Available,1,1,4
DNR01157,Nisha Yadav,18,Male,A+,Zone_E_Community_Clinic,8.433133,76.867322,9112503578,9,2026-05-22,55.0,173.0,Available,0,0,3
DNR01158,Ali Jain,29,Female,B+,Zone_B_Medical_College,8.539902,76.968323,9603895158,5,2025-02-14,517.0,133.0,Available,1,1,0
DNR01159,Steven Joseph,44,Female,A+,Zone_B_Medical_College,8.524295,76.960747,9906841821,6,2026-05-01,76.0,173.0,Temporarily Unavailable,0,1,0
DNR01160,Pooja Khan,38,Male,AB-,Zone_B_Medical_College,8.521771,76.897686,9398668947,2,2025-08-12,338.0,114.0,Available,1,1,3
DNR01161,Vihaan Mathew,31,Male,A+,Zone_B_Medical_College,8.540908,76.889612,9790756707,6,2024-12-30,563.0,60.0,Available,1,0,4
DNR01162,Ramesh Ahmed,35,Female,O-,Zone_B_Medical_College,8.612505,76.914052,9592949064,8,2026-04-27,80.0,95.0,Temporarily Unavailable,0,0,4
DNR01163,Manoj Bose,18,Male,O+,Zone_E_Community_Clinic,8.479145,76.84067,9194510603,2,2025-04-14,458.0,64.0,Available,1,0,1
DNR01164,Steven Joseph,26,Female,AB+,Zone_D_Cottage_Hospital,8.548497,76.91224,9227460504,4,2025-08-27,323.0,125.0,Available,1,0,4
DNR01165,Pooja Pandey,18,Male,AB+,Zone_A_General_Hospital,8.625297,76.912248,9533190034,3,2026-04-02,105.0,60.0,Available,1,0,4
DNR01166,Sunil Menon,23,Male,B+,Zone_E_Community_Clinic,8.501162,76.969083,9100182231,5,2024-12-31,562.0,199.0,Available,1,1,0
DNR01167,Maria Pillai,49,Male,B+,Zone_E_Community_Clinic,8.496547,76.96389,9784551346,4,2024-10-21,633.0,167.0,Available,1,0,0
DNR01168,Sneha Yadav,29,Male,O+,Zone_E_Community_Clinic,8.509208,76.9427,9322104833,7,2024-12-18,575.0,60.0,Available,1,1,3
DNR01169,Ali Naidu,28,Male,AB+,Zone_D_Cottage_Hospital,8.633258,76.966844,9490136011,3,2025-08-01,349.0,120.0,Temporarily Unavailable,1,0,4
DNR01170,Maria Menon,33,Female,O+,Zone_B_Medical_College,8.591223,76.947311,9587972689,3,2024-03-04,864.0,113.0,Available,1,1,4
DNR01171,Amit Varghese,35,Female,A+,Zone_E_Community_Clinic,8.324498,76.964443,9608023421,5,2024-11-09,614.0,105.0,Available,1,1,2
DNR01172,Ayesha Naidu,41,Male,AB+,Zone_C_City_Hospital,8.423924,77.016188,9585903027,4,2024-07-13,733.0,120.0,Available,1,1,2
DNR01173,Krishna Kumar,49,Male,O+,Zone_B_Medical_College,8.416588,76.829456,9466529415,3,2026-07-14,2.0,85.0,Available,0,0,3
DNR01174,Vikram Sen,30,Other,O+,Zone_C_City_Hospital,8.455598,77.063028,9660477218,8,2025-01-02,560.0,177.0,Not Available,1,1,2
DNR01175,Suresh Krishnan,24,Female,A+,Zone_A_General_Hospital,8.534395,76.842995,9276260482,5,2026-05-31,46.0,139.0,Not Available,0,0,1
DNR01176,Pooja Sharma,21,Male,A+,Zone_D_Cottage_Hospital,8.496096,76.84178,9373041065,4,2026-03-29,109.0,120.0,Available,1,1,1
DNR01177,Radha Iyer,40,Female,B+,Zone_B_Medical_College,8.62265,76.810001,9521869399,3,2026-03-15,123.0,192.0,Not Available,1,0,1
DNR01178,Kavya Thomas,20,Male,A+,Zone_B_Medical_College,8.370458,76.907027,9462853390,8,2024-07-13,733.0,133.0,Available,1,1,3
DNR01179,Reyansh Mishra,33,Female,AB+,Zone_D_Cottage_Hospital,8.57471,76.884614,9779936769,4,2026-05-30,47.0,156.0,Temporarily Unavailable,0,0,4
DNR01180,Alice Naidu,40,Male,B+,Zone_E_Community_Clinic,8.502518,76.950267,9929084565,1,2026-03-12,126.0,,Temporarily Unavailable,1,0,3
DNR01181,Anna Thomas,32,Female,A+,Zone_D_Cottage_Hospital,8.596849,76.764853,9732773408,5,2024-09-10,674.0,160.0,Available,1,1,1
